"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.643248533E1,-2.421514435E0,1.043120819E1,5.317093048E0
1.644249633E1,7.620652771E-1,1.207089844E1,7.597750397E0
1.645250633E1,4.858895874E0,1.407388321E1,9.541308746E0
1.646251733E1,9.390721893E0,1.576087509E1,1.097847015E1
1.647252733E1,1.402298904E1,1.719564148E1,1.230141907E1
1.648253833E1,1.849987930E1,1.865286118E1,1.320673645E1
1.649254833E1,2.150592819E1,1.965308121E1,1.315030380E1
1.650255933E1,2.232307892E1,1.989752289E1,1.208077789E1
1.651256933E1,2.259117142E1,1.967059479E1,1.076306808E1
1.652258033E1,2.463202744E1,1.877455811E1,9.296417999E0
1.653259033E1,2.723885651E1,1.659059967E1,7.223977661E0
1.654260133E1,2.838277771E1,1.336750214E1,4.781806183E0
1.655261133E1,2.710683105E1,9.765243073E0,3.199446716E0
1.656262233E1,2.438414291E1,5.794749756E0,2.918630676E0
1.657263233E1,2.071452393E1,1.335223389E0,3.504362640E0
1.658264333E1,1.643118118E1,-3.111729126E0,4.782704315E0
1.659265333E1,1.185774170E1,-6.874753876E0,5.649701385E0
1.660266433E1,7.415429535E0,-9.520651703E0,4.384382629E0
1.661267433E1,4.147126007E0,-1.121572678E1,1.438209229E0
1.662268533E1,2.994971924E0,-1.252550308E1,-1.889520721E0
1.663269533E1,3.573369141E0,-1.381567017E1,-4.118236084E0
1.664270633E1,4.908143463E0,-1.505988281E1,-4.613106995E0
1.665271633E1,5.891598358E0,-1.533201691E1,-4.422553253E0
1.666272733E1,5.336402893E0,-1.506931320E1,-5.242697754E0
1.667273733E1,2.571203156E0,-1.437715256E1,-6.854994965E0
1.668274833E1,-9.816586304E-1,-1.363634308E1,-7.672594757E0
1.669275833E1,-3.565735016E0,-1.312216232E1,-7.475604401E0
1.670276933E1,-4.541256409E0,-1.242326569E1,-6.398144989E0
1.671277933E1,-3.783083038E0,-1.091575058E1,-4.509672089E0
1.672279033E1,-1.359922028E0,-9.281449127E0,-2.672542419E0
1.673280033E1,2.293530579E0,-7.740703125E0,-1.991309052E0
1.674281133E1,6.105353851E0,-5.293142853E0,-2.232307892E0
1.675282133E1,9.420210571E0,-1.735790405E0,-2.766247559E0
1.676283133E1,1.294552963E1,2.416275330E0,-3.409010925E0
1.677284233E1,1.779379761E1,6.894662476E0,-4.645589447E0
1.678285233E1,2.348181931E1,1.112007568E1,-5.806724854E0
1.679286333E1,2.882226379E1,1.460902039E1,-6.271208954E0
1.680287333E1,3.266956329E1,1.707454330E1,-6.236331482E0
1.681288433E1,3.449471786E1,1.914848053E1,-5.054539032E0
1.682289433E1,3.530228851E1,2.104788071E1,-2.466720428E0
1.683290533E1,3.676235229E1,2.105970612E1,-2.116598511E-1
1.684291533E1,3.638588516E1,1.899070862E1,7.744894409E-1
1.685292633E1,3.172547653E1,1.629241974E1,7.512876892E-1
1.686293633E1,2.409015427E1,1.344055023E1,-1.568737793E-1
1.687294733E1,1.659853317E1,1.043899200E1,-8.967851257E-1
1.688295733E1,1.088491470E1,8.273744659E0,-9.632469177E-1
1.689296833E1,6.978039093E0,7.233557739E0,-5.525010681E-1
1.690297833E1,4.487967224E0,6.518943787E0,4.745132446E-2
1.691298933E1,3.236270142E0,5.928421783E0,6.030958557E-1
1.692299933E1,2.801125031E0,5.738167419E0,9.162446594E-1
1.693301033E1,2.796484680E0,5.800737305E0,9.771679688E-1
1.694302033E1,2.953358459E0,5.783373413E0,7.908055115E-1
1.695303133E1,2.978805542E0,5.694757690E0,6.262976074E-1
1.696304133E1,2.871927795E0,5.452711029E0,2.550695801E-1
1.697305233E1,2.606529694E0,5.177732849E0,-1.630110168E-1
1.698306233E1,1.996398468E0,4.956941986E0,-3.532653809E-1
1.699307333E1,1.237177277E0,4.722978516E0,-5.689668274E-1
1.700308333E1,8.352630615E-1,4.435127106E0,-9.849517822E-1
1.701309433E1,5.430706787E-1,4.192332001E0,-1.522483978E0
1.702310433E1,2.423460388E-1,4.050726471E0,-2.037263489E0
1.703311533E1,-1.210981750E-1,3.872596893E0,-2.376158752E0
1.704312533E1,-4.451742554E-1,3.732637939E0,-2.436333618E0
1.705313633E1,-7.665559387E-1,3.791465607E0,-2.112856293E0
1.706314633E1,-1.013542328E0,4.070186005E0,-1.524130554E0
1.707315467E1,-1.188079376E0,4.439917145E0,-5.490582275E-1
1.708316467E1,-1.219963074E0,4.919519806E0,4.974156189E-1
1.709317567E1,-9.818083191E-1,5.582191772E0,1.491648102E0
1.710318567E1,-4.581971741E-1,6.472689972E0,2.254761200E0
1.711319667E1,7.102729797E-1,7.181016998E0,2.690654755E0
1.712320667E1,2.157463531E0,8.039930878E0,3.215014343E0
1.713321767E1,4.224365387E0,9.023834839E0,3.860621796E0
1.714322767E1,6.704108734E0,1.011910721E1,4.309837646E0
1.715323867E1,8.897497559E0,1.175266022E1,4.427343292E0
1.716324867E1,1.124147324E1,1.315329758E1,4.230951691E0
1.717325967E1,1.179053146E1,1.351419708E1,4.262086945E0
1.718326967E1,1.145313309E1,1.260289215E1,4.504133606E0
1.719328067E1,1.446681610E1,1.165356628E1,6.678212585E0
1.720329067E1,1.906285858E1,1.284972885E1,1.027044250E1
1.721330067E1,2.553929077E1,1.449121536E1,1.341645035E1
1.722331167E1,3.372935944E1,1.440170151E1,1.574725342E1
1.723332167E1,3.896292618E1,1.198901871E1,1.580772766E1
1.724333267E1,3.764895859E1,8.209079132E0,1.272728348E1
1.725334267E1,3.123165344E1,4.762196960E0,8.426127777E0
1.726335367E1,2.291240341E1,2.444716187E0,4.722379761E0
1.727336367E1,1.589574463E1,6.231541443E-1,1.769620056E0
1.728337467E1,1.098864899E1,-7.444020081E-1,-3.863465881E-1
1.729338467E1,7.636968842E0,-1.334325256E0,-1.424886932E0
1.730339567E1,5.939798126E0,-1.611997833E0,-1.503922577E0
1.731340567E1,5.455555115E0,-1.928739166E0,-1.152453461E0
1.732341667E1,5.530100098E0,-2.223176880E0,-7.860154724E-1
1.733342667E1,5.677244110E0,-2.448308716E0,-8.351133728E-1
1.734343767E1,5.668412476E0,-2.723586273E0,-1.027613068E0
1.735344767E1,5.467679901E0,-3.026107178E0,-1.081650696E0
1.736345867E1,5.163512421E0,-3.368594971E0,-1.047371979E0
1.737346867E1,4.813989258E0,-3.902834015E0,-1.305435333E0
1.738347967E1,4.158202972E0,-4.389472046E0,-1.917063446E0
1.739348967E1,2.915187836E0,-4.501439209E0,-2.771486664E0
1.740350067E1,1.300046539E0,-4.243525543E0,-3.676205292E0
1.741351067E1,-2.317181396E-1,-4.096830597E0,-4.699178009E0
1.742352167E1,-1.689536591E0,-4.114194489E0,-5.675747223E0
1.743353167E1,-2.942281494E0,-4.202061768E0,-6.405030670E0
1.744354267E1,-3.779640198E0,-4.413721619E0,-6.705306244E0
1.745355267E1,-4.401297455E0,-4.632416840E0,-6.584357758E0
1.746356367E1,-4.620890808E0,-4.836292877E0,-6.008205872E0
1.747357367E1,-4.306095428E0,-4.950505371E0,-4.971611481E0
1.748358467E1,-3.465892639E0,-4.754263458E0,-3.884571991E0
1.749359467E1,-2.029030609E0,-4.344565430E0,-2.800675964E0
1.750360567E1,2.185455322E-2,-3.818259888E0,-1.811832275E0
1.751361567E1,2.500550079E0,-2.939886475E0,-1.113534393E0
1.752362667E1,5.157524872E0,-1.722767487E0,-8.640032959E-1
1.753363667E1,6.753056946E0,-2.116598511E-1,-1.226699066E0
1.754364767E1,6.870712280E0,1.505718842E0,-2.145787811E0
1.755365767E1,6.511309662E0,3.307671661E0,-2.418370972E0
1.756366867E1,7.157665558E0,5.565576324E0,-1.757794647E0
1.757367867E1,1.116064133E1,7.585326233E0,-7.982899475E-1
1.758368967E1,1.948932175E1,8.716673584E0,-5.598358154E-2
1.759369967E1,2.940619949E1,1.061667252E1,6.602769470E-1
1.760371067E1,3.696128860E1,1.393601990E1,1.542242889E0
1.761372067E1,4.050546844E1,1.602088440E1,1.881138153E0
1.762373167E1,4.032614136E1,1.507215729E1,1.406026154E0
1.763374167E1,3.715962616E1,1.205892334E1,4.230203247E-1
1.764375267E1,3.145289337E1,9.738897858E0,-1.351689148E-1
1.765376267E1,2.468801102E1,8.271798706E0,-4.073030090E-1
1.766377367E1,1.810335388E1,6.967411194E0,-9.621990967E-1
1.767378367E1,1.237865845E1,5.732030182E0,-1.424737244E0
1.768379467E1,7.661667480E0,4.636458435E0,-1.370998993E0
1.769380467E1,4.114044800E0,3.834426270E0,-8.402027893E-1
1.770381567E1,1.348096619E0,3.355572052E0,-5.493576050E-2
1.771382567E1,-3.620970154E-1,3.068319397E0,8.105644226E-1
1.772383667E1,-1.182840271E0,2.888094177E0,1.647923126E0
1.773384667E1,-1.172511749E0,3.115321655E0,2.455344086E0
1.774385767E1,-6.248007202E-1,3.496129761E0,3.239862671E0
1.775386767E1,1.616638184E-1,3.940256195E0,3.917952576E0
1.776387867E1,9.416917419E-1,4.369114380E0,4.458029480E0
1.777388867E1,1.821262665E0,4.902904358E0,4.925058289E0
1.778389967E1,2.212399292E0,5.425916748E0,5.369184723E0
1.779390967E1,1.849553833E0,5.579647064E0,5.523663483E0
1.780391967E1,1.028511200E0,5.208119659E0,5.330565033E0
1.781393067E1,-1.567240906E-1,4.509223022E0,4.942721558E0
1.782394067E1,-1.369502106E0,3.904181213E0,4.618944855E0
1.783395167E1,-2.175875244E0,3.566633148E0,4.227808228E0
1.784396167E1,-2.502945099E0,3.485651550E0,3.770808563E0
1.785397267E1,-2.302212524E0,3.405867462E0,3.430715790E0
1.786398267E1,-1.540446625E0,3.464844818E0,3.108286285E0
1.787399367E1,-2.028282166E-1,4.021237793E0,2.579286346E0
1.788400367E1,1.666634216E0,4.775219879E0,1.839824066E0
1.789401467E1,3.391946411E0,5.248086548E0,9.139993286E-1
1.790402467E1,4.602329407E0,5.109474792E0,2.760260010E-1
1.791403567E1,6.347400513E0,4.255949707E0,1.541793823E-2
1.792404567E1,8.497379608E0,3.475772095E0,-4.628375244E-1
1.793405667E1,1.018018021E1,2.994373169E0,-1.281485138E0
1.794406667E1,1.166269730E1,2.920726318E0,-2.356998596E0
1.795407767E1,1.409409119E1,3.619473267E0,-2.312241669E0
1.796408767E1,1.878009659E1,4.646337891E0,6.316864014E-2
1.797409867E1,2.430525696E1,5.426814880E0,3.675007782E0
1.798410867E1,2.884351959E1,5.768105164E0,6.814579010E0
1.799411967E1,3.095936966E1,5.622458038E0,8.407416687E0
1.800412967E1,3.004566971E1,5.031337280E0,8.473579102E0
1.801414067E1,2.685131241E1,4.188889160E0,7.486831055E0
1.802415067E1,2.260913406E1,3.449127502E0,5.799988861E0
1.803416167E1,1.868025421E1,2.557581482E0,3.990701294E0
1.804417167E1,1.558484116E1,1.739682312E0,2.345173187E0
1.805418267E1,1.384590729E1,1.205293579E0,1.008003845E0
1.806419267E1,1.365744919E1,7.812254333E-1,2.140548706E-2
1.807420567E1,1.397044830E1,3.921844482E-1,-5.679190063E-1
1.808421567E1,1.433134781E1,2.201921082E-1,-7.872129822E-1
1.809422667E1,1.417806656E1,1.375639343E-1,-7.932005310E-1
1.810423667E1,1.343710739E1,4.191284180E-3,-8.454418945E-1
1.811424767E1,1.241413467E1,-1.841171265E-2,-1.139580231E0
1.812425767E1,1.152917496E1,9.011260986E-2,-1.558558960E0
1.813426867E1,1.096215408E1,1.751358032E-1,-1.965562592E0
1.814427867E1,1.047940796E1,2.127076721E-1,-2.350711670E0
1.815428967E1,1.002525238E1,3.478765869E-1,-2.839595032E0
1.816429967E1,9.466015320E0,6.788383484E-1,-3.269501038E0
1.817431067E1,9.181906128E0,1.092577972E0,-3.475173340E0
1.818432067E1,9.515412598E0,1.482068024E0,-3.411555634E0
1.819433167E1,1.017314484E1,1.898502045E0,-3.137774963E0
1.820434167E1,1.072729248E1,2.317181396E0,-2.812501373E0
1.821435267E1,1.123743164E1,2.549647980E0,-2.421963501E0
1.822436267E1,1.174352921E1,2.646346893E0,-1.862576752E0
1.823437367E1,1.217642899E1,2.776875458E0,-1.359173584E0
1.824438367E1,1.252325775E1,2.954256592E0,-1.066681824E0
1.825439467E1,1.280721725E1,2.956950989E0,-8.310717773E-1
1.826440467E1,1.286574554E1,2.906356201E0,-4.337979126E-1
1.827441567E1,1.279973282E1,2.977308655E0,2.082170105E-1
1.828442567E1,1.264196091E1,3.098706207E0,1.003064117E0
1.829443667E1,1.262519577E1,3.235671387E0,1.782044220E0
1.830444667E1,1.287397842E1,3.330873413E0,2.263892212E0
1.831445767E1,1.272728348E1,3.300187225E0,2.550546112E0
1.832446767E1,1.212269073E1,3.124901733E0,2.798280945E0
1.833447867E1,1.126572281E1,3.025358734E0,3.162323914E0
1.834448867E1,1.003767654E1,3.081791382E0,3.549718323E0
1.835449967E1,8.671018524E0,3.130140839E0,3.797902222E0
1.836450967E1,7.322173462E0,3.080444183E0,4.106710052E0
1.837452067E1,6.274502106E0,2.972967682E0,4.403542786E0
1.838453067E1,5.595214691E0,3.040626984E0,4.651726685E0
1.839454167E1,5.029091949E0,3.222947845E0,4.751718750E0
1.840455167E1,4.626279602E0,3.282074890E0,4.608466644E0
1.841456267E1,4.609813843E0,3.469784546E0,4.292473755E0
1.842457267E1,4.730313263E0,3.922742615E0,3.833827515E0
1.843458367E1,4.620142365E0,4.321962433E0,3.242856445E0
1.844459367E1,4.403093719E0,4.662354584E0,2.437680817E0
1.845460467E1,4.088448029E0,4.909490662E0,1.537602539E0
1.846461467E1,3.762875061E0,5.008883972E0,6.950047302E-1
1.847462567E1,3.448828125E0,4.926555176E0,-8.038284302E-2
1.848463567E1,3.009641418E0,4.740791473E0,-6.253994751E-1
1.849464667E1,2.425705719E0,4.509223022E0,-9.621990967E-1
1.850465667E1,1.805395660E0,4.148922272E0,-1.072819061E0
1.851466767E1,1.349294128E0,3.766018524E0,-8.589138794E-1
1.852467767E1,1.260079651E0,3.606300659E0,-3.926335144E-1
1.853468867E1,1.549727325E0,3.629801788E0,1.330732727E-1
1.854469867E1,2.062261505E0,3.934118958E0,6.936575317E-1
1.855470967E1,2.288740540E0,4.373305664E0,1.248104553E0
1.856471967E1,2.408491516E0,4.881798248E0,1.650467834E0
1.857473067E1,2.296224976E0,5.385051727E0,1.988315277E0
1.858474067E1,2.076931000E0,5.676795044E0,2.330054626E0
1.859475167E1,2.146386566E0,5.988446960E0,2.734663239E0
1.860476267E1,2.809806976E0,6.518045654E0,3.164419556E0
1.861477267E1,3.581751709E0,6.883735199E0,3.449726257E0
1.862478367E1,4.412973175E0,7.168742523E0,3.871848450E0
1.863479367E1,5.281616821E0,7.587721252E0,4.603227539E0
1.864480467E1,6.459068298E0,8.265511780E0,5.290598145E0
1.865481467E1,8.132438507E0,9.226663055E0,5.678890686E0
1.866482567E1,1.020398071E1,1.014575180E1,5.761219482E0
1.867483567E1,1.217627930E1,1.094658646E1,5.724695435E0
1.868484667E1,1.374007736E1,1.170266418E1,5.189408569E0
1.869485667E1,1.472278381E1,1.242760666E1,4.255201263E0
1.870486767E1,1.468685852E1,1.323562637E1,3.725003815E0
1.871487767E1,1.366433487E1,1.376627289E1,4.159550171E0
1.872488867E1,1.192794571E1,1.417761749E1,5.241799622E0
1.873489867E1,1.113564331E1,1.473565704E1,6.048172760E0
1.874490967E1,1.174787018E1,1.570863373E1,6.440057831E0
1.875491967E1,1.351734055E1,1.680959427E1,6.613397369E0
1.876493067E1,1.605157059E1,1.752226227E1,5.940696259E0
1.877494067E1,1.822085953E1,1.774020905E1,4.249064026E0
1.878495167E1,1.919069275E1,1.733934265E1,2.263592834E0
1.879496167E1,1.848775452E1,1.608614868E1,4.459226990E-1
1.880497267E1,1.627191238E1,1.418061127E1,-1.244811401E0
1.881498267E1,1.303549255E1,1.212523544E1,-2.511177979E0
1.882499367E1,9.540859680E0,1.003722748E1,-3.123554535E0
1.883500367E1,6.290369110E0,8.157137146E0,-3.277584229E0
1.884501467E1,3.636088715E0,6.532715149E0,-2.849175110E0
1.885502467E1,1.714085541E0,4.968617706E0,-1.854343872E0
1.886503567E1,4.405339050E-1,3.384162598E0,-5.334906006E-1
1.887504567E1,-6.033952332E-1,1.895508270E0,7.203021240E-1
1.888505667E1,-1.348246307E0,5.631289673E-1,1.660347290E0
1.889506667E1,-1.576222229E0,-2.450404358E-1,2.487826538E0
1.890507767E1,-1.419797516E0,-4.676275635E-1,3.376229095E0
1.891508767E1,-3.335064697E-1,-7.940986633E-1,3.998185730E0
1.892509867E1,1.070873108E0,-1.253643036E0,4.303251343E0
1.893510867E1,2.002685394E0,-1.897154846E0,4.384831696E0
1.894511967E1,2.628384247E0,-3.004252625E0,4.056863708E0
1.895512967E1,2.734363861E0,-4.218677216E0,3.366499329E0
1.896514067E1,2.525099030E0,-5.137915649E0,2.436932373E0
1.897515067E1,2.659968567E0,-5.772146759E0,1.339264984E0
1.898516167E1,3.177741852E0,-6.010900269E0,1.501377869E-1
1.899517167E1,4.230802002E0,-5.693111115E0,-1.195414124E0
1.900518267E1,6.322402496E0,-5.057532806E0,-2.430944824E0
1.901519267E1,8.299341431E0,-4.198469238E0,-3.701951752E0
1.902520367E1,8.966204681E0,-3.284320221E0,-4.875661011E0
1.903521367E1,8.595126343E0,-2.677931213E0,-5.475912781E0
1.904522467E1,7.867339783E0,-2.355651398E0,-5.406307526E0
1.905523467E1,6.821764069E0,-1.895208893E0,-4.409829712E0
1.906524567E1,6.120472412E0,-9.150471497E-1,-2.530637512E0
1.907525304E1,6.613397369E0,7.893086243E-1,-8.716374207E-1
1.908526404E1,8.493188324E0,2.404449921E0,-1.965412903E-1
1.909527404E1,1.156031021E1,3.847000122E0,-1.962419128E-1
1.910528504E1,1.524250305E1,6.128106537E0,-7.026388550E-1
1.911529504E1,1.867980515E1,8.958420868E0,-1.597028961E0
1.912530604E1,2.133228928E1,1.093221634E1,-2.741548920E0
1.913531604E1,2.286255707E1,1.178663956E1,-3.581152954E0
1.914532704E1,2.349169876E1,1.201805832E1,-3.702999573E0
1.915533704E1,2.336895401E1,1.221250397E1,-2.744842072E0
1.916534804E1,2.238819351E1,1.260498779E1,-5.971083069E-1
1.917535904E1,2.190125610E1,1.284583694E1,2.484982452E0
1.918536904E1,2.249058060E1,1.231773514E1,5.407954102E0
1.919538004E1,2.225003082E1,1.137140305E1,7.440876617E0
1.920539004E1,1.963092728E1,1.006506958E1,7.817643127E0
1.921540104E1,1.415950516E1,8.764274597E0,5.963748322E0
1.922541104E1,7.077432404E0,7.990383911E0,2.892584839E0
1.923542204E1,2.209405518E-1,7.903265076E0,-3.457809448E-2
1.924543204E1,-4.997807007E0,8.473130035E0,-1.883383484E0
1.925544304E1,-7.469467163E0,9.349707184E0,-2.135908356E0
1.926545304E1,-6.851402435E0,9.855505371E0,-1.126108246E0
1.927546404E1,-3.937262421E0,1.000399658E1,7.866142273E-1
1.928547404E1,-1.272503815E0,1.047955765E1,2.750829620E0
1.929548504E1,2.884501648E-1,1.172736282E1,4.063300323E0
1.930549504E1,2.136058044E-1,1.379546219E1,4.906646576E0
1.931550604E1,-3.996688843E-1,1.566986435E1,4.719086609E0
1.932551604E1,-1.075214081E0,1.713950821E1,3.219205627E0
1.933552704E1,-1.935175781E0,1.788196426E1,6.797364807E-1
1.934553704E1,-2.291135559E0,1.769290741E1,-2.586770782E0
1.935554804E1,-2.453248444E0,1.709894257E1,-5.599555664E0
1.936555804E1,-2.445913696E0,1.630214951E1,-7.497908020E0
1.937556904E1,-1.741628265E0,1.545715668E1,-8.180338898E0
1.938557904E1,-2.945874023E-1,1.522588760E1,-7.510032806E0
1.939559004E1,1.982477417E0,1.550790115E1,-5.655838623E0
1.940560004E1,5.124743042E0,1.587568634E1,-3.671415253E0
1.941561104E1,8.557853851E0,1.636786285E1,-1.644031219E0
1.942562104E1,1.133083740E1,1.676274170E1,1.445993042E-1
1.943563204E1,1.299702255E1,1.738185425E1,1.234931946E0
1.944564204E1,1.437505692E1,1.773990967E1,1.577868805E0
1.945565304E1,1.526959671E1,1.914563644E1,1.524130554E0
1.946566304E1,1.794393539E1,2.236873398E1,1.901196442E0
1.947567404E1,2.511956360E1,2.376562912E1,1.828747101E0
1.948568404E1,3.372007874E1,2.212159790E1,3.050656128E-1
1.949569504E1,3.942980530E1,1.956356735E1,-2.283202057E0
1.950570504E1,4.061953125E1,1.609767471E1,-5.696254578E0
1.951571604E1,3.723761398E1,1.146301254E1,-7.286397858E0
1.952572604E1,3.095008896E1,6.747668152E0,-5.133424988E0
1.953573704E1,2.460119156E1,1.675016785E0,-1.352886658E0
1.954574704E1,1.957239899E1,-3.660787354E0,2.492017822E0
1.955575804E1,1.443807587E1,-7.736062775E0,6.123017120E0
1.956576904E1,7.871680756E0,-1.109926895E1,8.558003540E0
1.957577904E1,1.616488495E0,-1.442699890E1,7.873177643E0
1.958579004E1,-2.463876343E0,-1.644809601E1,3.849844208E0
1.959580004E1,-3.708538055E0,-1.646725616E1,-1.242416382E0
1.960581104E1,-2.890638885E0,-1.584410202E1,-5.095853119E0
1.961582104E1,-1.901046753E0,-1.510209503E1,-7.385940857E0
1.962583204E1,-1.480271759E0,-1.354652985E1,-8.292755127E0
1.963584204E1,-9.788145447E-1,-1.196806229E1,-8.165070648E0
1.964585304E1,-4.601431274E-1,-1.061173279E1,-7.594457245E0
1.965586304E1,-3.664379883E-1,-9.380842438E0,-6.480623474E0
1.966587404E1,-1.307530975E0,-8.201445007E0,-4.718787231E0
1.967588404E1,-2.945724335E0,-6.900500336E0,-3.041525116E0
1.968589504E1,-4.028123474E0,-5.407505035E0,-2.179467773E0
1.969590504E1,-3.502266998E0,-3.527564392E0,-1.732347565E0
1.970591604E1,-1.713935852E0,-1.019380188E0,-1.748513947E0
1.971592604E1,1.008153534E0,1.672621765E0,-2.086211700E0
1.972593704E1,4.101171570E0,4.534370728E0,-2.389930115E0
1.973594704E1,7.540718994E0,7.715854797E0,-2.726580048E0
1.974595804E1,1.105840393E1,1.082668579E1,-3.041525116E0
1.975596804E1,1.330717758E1,1.336735245E1,-3.271596680E0
1.976597904E1,1.450798050E1,1.516391647E1,-3.397634583E0
1.977598904E1,1.546224609E1,1.620440277E1,-3.456911316E0
1.978600004E1,1.597702560E1,1.622565857E1,-3.558999023E0
1.979601004E1,1.603989487E1,1.558020081E1,-3.161425781E0
1.980602104E1,1.530148041E1,1.504581207E1,-1.837578735E0
1.981603104E1,1.478819778E1,1.475137436E1,5.643264771E-2
1.982604204E1,1.632879410E1,1.432416275E1,2.028431854E0
1.983605204E1,2.034643936E1,1.338306976E1,4.077371063E0
1.984606304E1,2.467888000E1,1.239796829E1,5.470074921E0
1.985607304E1,2.715907242E1,1.188513474E1,5.180726624E0
1.986608404E1,2.659010559E1,1.147349075E1,3.307072906E0
1.987609404E1,2.391786255E1,9.852511597E0,4.007167053E-1
1.988610504E1,2.048714676E1,7.507937164E0,-2.739303589E0
1.989611604E1,1.667577255E1,5.476960602E0,-5.425467682E0
1.990612604E1,1.307710602E1,3.932322693E0,-6.706952820E0
1.991613704E1,9.916278992E0,3.003354492E0,-6.478078766E0
1.992614704E1,7.688461761E0,2.406844940E0,-5.449717255E0
1.993615804E1,6.248905334E0,1.932331696E0,-4.129013672E0
1.994616804E1,5.612578583E0,1.600022736E0,-2.572700043E0
1.995617904E1,5.778134308E0,1.359323273E0,-9.056167603E-1
1.996618904E1,6.574478302E0,1.528172150E0,7.688012695E-1
1.997620004E1,6.582711182E0,1.936073914E0,2.414479065E0
1.998621004E1,5.889951782E0,2.141895905E0,3.463048553E0
1.999622104E1,4.612657928E0,2.169588318E0,3.675157471E0
2.000623104E1,3.180735626E0,2.037113800E0,3.243604889E0
2.001624204E1,1.863325195E0,1.888472900E0,2.188149719E0
2.002625204E1,7.232958984E-1,1.787133636E0,4.486170959E-1
2.003626304E1,-1.320254517E-1,1.651815033E0,-1.651066589E0
2.004627304E1,-6.099815369E-1,1.495390320E0,-3.395988007E0
2.005628404E1,-6.593788147E-1,1.619182892E0,-4.097878418E0
2.006629404E1,-4.535568237E-1,1.913919983E0,-4.469405823E0
2.007630542E1,-9.271719360E-1,2.232307892E0,-5.072202301E0
2.008631542E1,-2.363884277E0,2.564467163E0,-5.380261688E0
2.009632642E1,-4.508474579E0,3.192111969E0,-4.615352325E0
2.010633642E1,-7.035818939E0,3.864962769E0,-3.156186676E0
2.011634742E1,-9.382339325E0,4.638554077E0,-1.498384094E0
2.012635742E1,-1.075737991E1,5.503904572E0,4.486170959E-1
2.013636842E1,-1.103385498E1,6.409970398E0,2.449955292E0
2.014637842E1,-1.036205200E1,7.386539612E0,3.898642731E0
2.015638942E1,-8.668773193E0,8.299790497E0,4.793631592E0
2.016639942E1,-6.723867645E0,9.547296295E0,5.808221741E0
2.017641042E1,-5.260361023E0,1.089464447E1,6.588399353E0
2.018642042E1,-4.399501190E0,1.153321655E1,7.239844666E0
2.019643142E1,-3.532803497E0,1.196641571E1,8.932375031E0
2.020644142E1,-1.655706940E0,1.370609802E1,1.205817490E1
2.021645242E1,4.061354370E0,1.719893463E1,1.526375885E1
2.022646242E1,1.552077438E1,2.072739716E1,1.730820740E1
2.023647342E1,2.965034180E1,2.325938187E1,1.751492752E1
2.024648342E1,4.123669785E1,2.453817261E1,1.588960739E1
2.025649442E1,4.697172180E1,2.310999252E1,1.274315048E1
2.026650542E1,4.608481613E1,1.936283478E1,8.614136810E0
2.027651542E1,4.219545410E1,1.547242493E1,3.908671875E0
2.028652642E1,3.824636627E1,1.232941086E1,-1.959425354E-1
2.029653642E1,3.484124725E1,9.766440582E0,-2.272125092E0
2.030654742E1,3.190210922E1,7.203320618E0,-2.593357086E0
2.031655742E1,2.862647095E1,4.571493530E0,-1.625170441E0
2.032656842E1,2.522254944E1,1.819167023E0,-2.514770508E-2
2.033657842E1,2.199166809E1,-7.599696350E-1,1.442250824E0
2.034658942E1,1.858624969E1,-2.879711609E0,2.519710236E0
2.035659942E1,1.516705994E1,-4.527634735E0,3.091970215E0
2.036661042E1,1.182061890E1,-5.796096954E0,2.996169434E0
2.037662042E1,8.745413818E0,-6.460265808E0,2.281854858E0
2.038663142E1,5.947581940E0,-6.529272308E0,1.238225098E0
2.039664142E1,3.576362915E0,-6.228847046E0,1.561253357E-1
2.040665242E1,1.779798889E0,-5.794300690E0,-8.578660583E-1
2.041666242E1,5.053491211E-1,-5.290448456E0,-1.891466675E0
2.042667342E1,-4.122427368E-1,-4.719835052E0,-2.949466553E0
2.043668342E1,-1.268462219E0,-4.176614685E0,-3.966601410E0
2.044669442E1,-1.758692780E0,-3.738026733E0,-4.745431824E0
2.045670442E1,-1.810335388E0,-3.385958862E0,-4.980293427E0
2.046671542E1,-1.451082458E0,-3.285368042E0,-4.640949097E0
2.047672542E1,-9.193881226E-1,-3.253783722E0,-3.985462189E0
2.048673642E1,-5.703140259E-1,-3.159330139E0,-3.373834076E0
2.049674642E1,-6.698570251E-1,-3.098556519E0,-3.135529633E0
2.050675742E1,-1.127455444E0,-2.803520050E0,-3.248245239E0
2.051676742E1,-1.587897949E0,-2.250869293E0,-3.403622131E0
2.052677842E1,-1.629810791E0,-1.638642426E0,-3.470532990E0
2.053678842E1,-1.174008636E0,-6.477030945E-1,-3.311563568E0
2.054679942E1,2.222877502E-1,1.121318207E0,-2.707868958E0
2.055681042E1,3.280877380E0,3.451821899E0,-1.246008911E0
2.056682042E1,8.275091858E0,5.816454620E0,9.334588623E-1
2.057683142E1,1.439107361E1,8.251291351E0,3.152444458E0
2.058684142E1,2.058803696E1,1.040890457E1,4.673880615E0
2.059685242E1,2.531625458E1,1.191058182E1,5.130730591E0
2.060686242E1,2.710413666E1,1.302321808E1,4.611161041E0
2.061687342E1,2.574526245E1,1.391865601E1,3.473077698E0
